Roll No.,Professional Elective 1,Professional Elective 2,Core Section
22052295,DMDW_CS-26,DOS_CS-24,CSE-16
22052296,CI_CS-8,HPC_CS-16,CSE-52
22052297,DMDW_CS-29,DOS_CS-16,CSE-45
22052298,CI_CS-6,HPC_CS-8,CSE-52
22052299,CI_CS-5,HPC_CS-8,CSE-18
2205230,CI_CS-7,DOS_CS-15,CSE-23
22052300,DMDW_CS-13,HPC_CS-8,CSE-01
22052301,DMDW_CS-28,DOS_CS-31,CSE-03
22052302,DMDW_CS-17,DOS_CS-34,CSE-05
22052303,DMDW_CS-17,DOS_CS-34,CSE-05
22052304,DMDW_CS-11,DOS_CS-16,CSE-51
22052305,CI_CS-13,HPC_CS-21,
22052306,DMDW_CS-7,DOS_CS-25,CSE-05
22052307,DMDW_CS-24,HPC_CS-17,CSE-21
22052308,DMDW_CS-27,HPC_CS-6,CSE-08
22052309,DMDW_CS-7,DOS_CS-23,CSE-48
2205231,CI_CS-6,DOS_CS-3,CSE-27
22052310,CI_CS-12,DOS_CS-1,CSE-07
22052311,DMDW_CS-35,DOS_CS-11,CSE-37
22052312,DMDW_CS-38,HPC_CS-19,CSE-38
22052313,DMDW_CS-19,DOS_CS-1,CSE-33
22052314,CI_CS-12,DOS_CS-34,CSE-03
22052315,DMDW_CS-25,DOS_CS-19,CSE-41
22052316,DMDW_CS-31,DOS_CS-18,CSE-31
22052317,DMDW_CS-32,DOS_CS-20,CSE-44
22052319,CD_CS-2,DOS_CS-16,CSE-43
2205232,CD_CS-4,DOS_CS-22,CSE-34
22052320,DMDW_CS-11,DOS_CS-11,CSE-22
22052321,DMDW_CS-25,DOS_CS-19,CSE-40
22052322,CI_CS-5,HPC_CS-8,CSE-18
22052323,DMDW_CS-27,HPC_CS-16,CSE-46
22052324,CI_CS-5,HPC_CS-11,CSE-14
22052325,CI_CS-4,HPC_CS-9,CSE-49
22052326,CI_CS-12,DOS_CS-19,CSE-40
22052327,DMDW_CS-37,HPC_CS-17,CSE-41
22052328,CI_CS-1,DOS_CS-23,CSE-12
22052329,DMDW_CS-11,DOS_CS-16,CSE-51
2205233,DMDW_CS-18,HPC_CS-5,CSE-01
22052330,CI_CS-8,HPC_CS-9,CSE-19
22052331,CI_CS-9,DOS_CS-11,CSE-43
22052332,CI_CS-5,HPC_CS-8,CSE-18
22052333,DMDW_CS-24,DOS_CS-23,CSE-21
22052334,DMDW_CS-22,HPC_CS-18,CSE-31
22052335,CI_CS-4,DOS_CS-16,CSE-37
22052336,CI_CS-9,DOS_CS-30,CSE-44
22052337,DMDW_CS-20,HPC_CS-16,CSE-27
22052338,DMDW_CS-29,HPC_CS-16,CSE-48
2205234,DMDW_CS-32,DOS_CS-32,CSE-48
22052340,DMDW_CS-20,DOS_CS-31,CSE-48
22052341,DMDW_CS-19,DOS_CS-17,CSE-10
22052342,DMDW_CS-13,DOS_CS-17,CSE-01
22052343,DMDW_CS-27,DOS_CS-23,CSE-05
22052344,CI_CS-14,DOS_CS-25,CSE-04
22052345,DMDW_CS-1,DOS_CS-19,CSE-40
22052346,CI_CS-5,HPC_CS-8,CSE-18
22052347,DMDW_CS-7,HPC_CS-8,CSE-31
22052348,DMDW_CS-29,DOS_CS-32,CSE-54
22052349,DMDW_CS-17,DOS_CS-29,CSE-47
2205235,CI_CS-11,DOS_CS-5,CSE-41
22052350,DMDW_CS-24,HPC_CS-19,CSE-21
22052351,CI_CS-3,DOS_CS-19,CSE-55
22052352,CD_CS-4,HPC_CS-8,CSE-38
22052353,DMDW_CS-35,HPC_CS-19,CSE-17
22052354,CI_CS-14,HPC_CS-7,CSE-15
22052355,CI_CS-12,DOS_CS-35,CSE-53
22052356,DMDW_CS-22,HPC_CS-18,CSE-42
22052357,DMDW_CS-17,DOS_CS-33,CSE-19
22052358,DMDW_CS-26,HPC_CS-19,CSE-55
22052359,DMDW_CS-11,DOS_CS-33,CSE-46
2205236,CI_CS-12,HPC_CS-13,CSE-11
22052360,DMDW_CS-24,DOS_CS-35,CSE-30
22052361,DMDW_CS-17,DOS_CS-31,CSE-55
22052362,DMDW_CS-34,DOS_CS-20,CSE-12
22052363,DMDW_CS-18,DOS_CS-34,CSE-30
22052364,DMDW_CS-29,DOS_CS-19,CSE-38
22052365,DMDW_CS-11,DOS_CS-24,CSE-30
22052366,CI_CS-12,DOS_CS-35,CSE-53
22052367,DMDW_CS-14,HPC_CS-18,CSE-36
22052368,DMDW_CS-13,HPC_CS-8,CSE-31
22052369,DMDW_CS-37,DOS_CS-35,CSE-21
2205237,DMDW_CS-12,DOS_CS-8,CSE-43
22052370,DMDW_CS-27,HPC_CS-10,CSE-11
22052372,DMDW_CS-26,DOS_CS-20,CSE-13
22052373,DMDW_CS-13,DOS_CS-18,CSE-40
22052374,DMDW_CS-7,DOS_CS-24,CSE-36
22052375,CD_CS-4,DOS_CS-32,CSE-03
22052376,DMDW_CS-20,DOS_CS-16,CSE-48
22052377,DMDW_CS-21,DOS_CS-33,CSE-19
22052378,DMDW_CS-27,HPC_CS-19,CSE-12
22052379,DMDW_CS-21,DOS_CS-11,CSE-42
2205238,DMDW_CS-28,HPC_CS-12,CSE-13
22052380,DMDW_CS-37,DOS_CS-33,CSE-28
22052381,DMDW_CS-7,DOS_CS-29,CSE-19
22052382,DMDW_CS-31,DOS_CS-20,CSE-19
22052383,DMDW_CS-29,DOS_CS-34,CSE-30
22052384,CI_CS-14,HPC_CS-9,CSE-04
22052385,DMDW_CS-14,DOS_CS-25,CSE-04
22052386,DMDW_CS-11,HPC_CS-5,CSE-15
22052387,CI_CS-3,HPC_CS-12,CSE-31
22052388,DMDW_CS-13,HPC_CS-14,CSE-54
22052389,DMDW_CS-37,DOS_CS-23,CSE-50
2205239,CI_CS-8,HPC_CS-5,CSE-11
22052390,DMDW_CS-24,HPC_CS-19,CSE-21
22052391,DMDW_CS-28,DOS_CS-31,CSE-03
22052392,CI_CS-12,HPC_CS-7,CSE-41
22052393,DMDW_CS-7,HPC_CS-8,CSE-31
22052394,DMDW_CS-29,DOS_CS-16,CSE-30
22052395,DMDW_CS-7,HPC_CS-8,CSE-31
22052396,DMDW_CS-7,DOS_CS-28,CSE-55
22052397,DMDW_CS-14,DOS_CS-29,CSE-01
22052398,CI_CS-3,DOS_CS-17,CSE-31
2205240,DMDW_CS-11,HPC_CS-5,CSE-26
22052401,DMDW_CS-18,HPC_CS-15,CSE-33
22052402,DMDW_CS-38,DOS_CS-20,CSE-55
22052403,DMDW_CS-14,HPC_CS-15,CSE-27
22052404,DMDW_CS-7,HPC_CS-19,CSE-54
22052405,DMDW_CS-20,DOS_CS-18,CSE-45
22052406,DMDW_CS-32,DOS_CS-18,CSE-55
22052407,DMDW_CS-32,DOS_CS-32,CSE-32
22052408,DMDW_CS-31,HPC_CS-8,CSE-19
22052409,CD_CS-1,DOS_CS-25,CSE-06
2205241,DMDW_CS-18,DOS_CS-30,CSE-09
22052410,DMDW_CS-20,HPC_CS-11,CSE-45
22052411,DMDW_CS-7,DOS_CS-20,CSE-14
22052412,DMDW_CS-37,DOS_CS-32,CSE-08
22052413,DMDW_CS-14,HPC_CS-14,CSE-07
22052414,DMDW_CS-22,DOS_CS-10,CSE-34
22052415,CD_CS-1,DOS_CS-27,CSE-31
22052416,DMDW_CS-31,DOS_CS-20,CSE-19
22052417,DMDW_CS-36,DOS_CS-1,CSE-07
22052418,DMDW_CS-7,DOS_CS-24,CSE-01
22052419,DMDW_CS-36,HPC_CS-19,CSE-07
2205242,DMDW_CS-2,DOS_CS-7,CSE-11
22052420,DMDW_CS-22,DOS_CS-19,CSE-10
22052421,DMDW_CS-7,HPC_CS-8,CSE-31
22052422,DMDW_CS-17,HPC_CS-10,CSE-05
22052423,DMDW_CS-14,HPC_CS-14,CSE-07
22052424,DMDW_CS-29,HPC_CS-14,CSE-38
22052425,DMDW_CS-26,DOS_CS-24,CSE-16
22052426,DMDW_CS-22,DOS_CS-10,CSE-15
22052427,DMDW_CS-15,DOS_CS-18,CSE-31
22052428,DMDW_CS-26,DOS_CS-34,CSE-42
22052429,DMDW_CS-28,DOS_CS-35,CSE-49
2205243,CI_CS-14,DOS_CS-21,CSE-02
22052430,CI_CS-8,HPC_CS-16,CSE-22
22052431,CD_CS-1,DOS_CS-34,CSE-52
22052432,CI_CS-1,HPC_CS-12,CSE-22
22052433,CI_CS-8,DOS_CS-12,CSE-26
22052434,DMDW_CS-24,HPC_CS-19,CSE-21
22052435,DMDW_CS-33,HPC_CS-21,CSE-51
22052436,DMDW_CS-28,DOS_CS-17,CSE-07
22052437,DMDW_CS-24,DOS_CS-25,CSE-12
22052438,CD_CS-4,DOS_CS-11,CSE-34
22052439,DMDW_CS-35,HPC_CS-17,CSE-26
2205244,CI_CS-7,HPC_CS-1,CSE-20
22052440,DMDW_CS-13,DOS_CS-31,CSE-03
22052441,CD_CS-4,DOS_CS-28,CSE-34
22052442,CD_CS-4,DOS_CS-11,CSE-34
22052443,DMDW_CS-24,HPC_CS-17,CSE-48
22052444,DMDW_CS-20,DOS_CS-32,CSE-31
22052445,CI_CS-10,DOS_CS-16,CSE-04
22052446,DMDW_CS-14,HPC_CS-11,CSE-27
22052447,DMDW_CS-28,HPC_CS-11,CSE-03
22052448,DMDW_CS-11,HPC_CS-18,CSE-11
22052449,CI_CS-11,HPC_CS-6,CSE-23
22052450,DMDW_CS-20,HPC_CS-11,CSE-45
22052451,DMDW_CS-27,HPC_CS-17,CSE-48
22052452,DMDW_CS-17,DOS_CS-19,CSE-33
22052454,CI_CS-8,DOS_CS-33,CSE-04
22052455,DMDW_CS-16,DOS_CS-24,CSE-22
22052456,DMDW_CS-16,DOS_CS-24,CSE-16
22052457,CI_CS-6,HPC_CS-5,CSE-20
22052458,DMDW_CS-17,DOS_CS-35,CSE-37
22052459,DMDW_CS-17,DOS_CS-31,CSE-35
2205246,DMDW_CS-8,DOS_CS-7,CSE-28
22052460,CI_CS-10,DOS_CS-16,CSE-04
22052461,DMDW_CS-24,HPC_CS-17,CSE-48
22052462,DMDW_CS-16,DOS_CS-10,CSE-53
22052463,CI_CS-8,HPC_CS-18,CSE-16
22052464,DMDW_CS-30,HPC_CS-17,CSE-06
22052465,CI_CS-1,HPC_CS-5,CSE-15
22052466,DMDW_CS-25,DOS_CS-19,CSE-06
22052467,DMDW_CS-14,DOS_CS-17,CSE-27
22052469,DMDW_CS-16,HPC_CS-17,CSE-13
2205247,DMDW_CS-8,HPC_CS-10,CSE-37
22052470,DMDW_CS-33,DOS_CS-26,CSE-16
22052471,DMDW_CS-13,HPC_CS-8,CSE-01
22052472,DMDW_CS-13,HPC_CS-8,CSE-01
22052473,CI_CS-12,HPC_CS-8,CSE-55
22052474,DMDW_CS-31,HPC_CS-20,CSE-17
22052475,CI_CS-11,DOS_CS-35,CSE-14
22052476,DMDW_CS-34,DOS_CS-29,CSE-37
22052477,DMDW_CS-27,HPC_CS-17,CSE-48
22052478,CI_CS-14,HPC_CS-8,CSE-01
22052479,DMDW_CS-16,DOS_CS-29,CSE-13
2205248,CI_CS-6,DOS_CS-6,CSE-48
22052480,DMDW_CS-16,DOS_CS-16,CSE-23
22052481,DMDW_CS-26,DOS_CS-12,CSE-45
22052482,DMDW_CS-24,DOS_CS-26,CSE-51
22052483,CI_CS-3,HPC_CS-6,CSE-23
22052484,CI_CS-9,HPC_CS-14,CSE-23
22052485,DMDW_CS-35,DOS_CS-16,CSE-08
22052486,CI_CS-8,DOS_CS-12,CSE-50
22052487,DMDW_CS-35,DOS_CS-11,CSE-14
22052488,DMDW_CS-26,DOS_CS-24,CSE-16
22052489,DMDW_CS-23,DOS_CS-33,CSE-43
2205249,CI_CS-7,DOS_CS-15,CSE-29
22052490,DMDW_CS-37,HPC_CS-9,CSE-24
22052491,DMDW_CS-17,DOS_CS-35,CSE-23
22052492,CI_CS-8,DOS_CS-33,CSE-04
22052494,DMDW_CS-13,HPC_CS-8,CSE-01
22052495,DMDW_CS-26,DOS_CS-20,CSE-42
22052496,DMDW_CS-26,DOS_CS-24,CSE-16
22052497,DMDW_CS-38,HPC_CS-6,CSE-15
22052498,CD_CS-1,DOS_CS-10,CSE-42
22052499,CI_CS-2,HPC_CS-20,CSE-37
22052500,DMDW_CS-33,HPC_CS-8,CSE-11
22052501,DMDW_CS-23,DOS_CS-33,CSE-43
22052502,DMDW_CS-7,DOS_CS-29,CSE-45
22052503,DMDW_CS-25,HPC_CS-12,CSE-31
22052504,DMDW_CS-14,DOS_CS-12,CSE-16
22052505,DMDW_CS-32,DOS_CS-11,CSE-45
22052506,CI_CS-12,HPC_CS-7,CSE-07
22052507,DMDW_CS-7,DOS_CS-18,CSE-47
22052508,CD_CS-1,DOS_CS-18,CSE-42
22052509,DMDW_CS-20,DOS_CS-12,CSE-46
2205251,CI_CS-7,DOS_CS-15,CSE-29
22052511,DMDW_CS-24,HPC_CS-17,CSE-11
22052512,DMDW_CS-14,HPC_CS-11,CSE-27
22052513,DMDW_CS-31,DOS_CS-23,CSE-44
22052514,DMDW_CS-33,HPC_CS-18,CSE-11
22052515,DMDW_CS-22,DOS_CS-33,CSE-42
22052516,DMDW_CS-20,DOS_CS-35,CSE-23
22052517,DMDW_CS-14,DOS_CS-34,CSE-27
22052518,DMDW_CS-33,HPC_CS-18,CSE-11
22052519,DMDW_CS-19,DOS_CS-32,CSE-37
2205252,CI_CS-12,HPC_CS-13,CSE-20
22052521,CI_CS-12,DOS_CS-34,CSE-07
22052522,CI_CS-14,HPC_CS-10,CSE-49
22052523,CI_CS-6,DOS_CS-18,CSE-40
22052524,DMDW_CS-14,HPC_CS-7,CSE-45
22052525,DMDW_CS-30,DOS_CS-27,CSE-44
22052527,DMDW_CS-26,DOS_CS-16,CSE-12
22052528,DMDW_CS-38,HPC_CS-13,CSE-08
22052529,DMDW_CS-38,HPC_CS-13,CSE-08
2205253,CI_CS-1,DOS_CS-8,CSE-21
22052530,CI_CS-12,DOS_CS-34,CSE-07
22052532,CI_CS-5,DOS_CS-26,CSE-49
22052533,CI_CS-2,HPC_CS-19,CSE-02
22052534,CI_CS-5,HPC_CS-11,CSE-49
22052535,CI_CS-5,HPC_CS-11,CSE-49
22052536,DMDW_CS-35,DOS_CS-33,CSE-02
22052537,CI_CS-11,HPC_CS-12,CSE-11
22052538,DMDW_CS-20,HPC_CS-20,CSE-04
22052539,CI_CS-7,DOS_CS-34,CSE-18
2205254,CI_CS-10,HPC_CS-6,CSE-50
22052540,DMDW_CS-25,DOS_CS-29,CSE-12
22052541,CI_CS-2,HPC_CS-20,CSE-13
22052542,CI_CS-9,HPC_CS-11,CSE-01
22052543,DMDW_CS-7,DOS_CS-20,CSE-12
22052544,DMDW_CS-16,DOS_CS-16,CSE-37
22052545,DMDW_CS-17,HPC_CS-15,CSE-33
22052546,DMDW_CS-20,HPC_CS-13,CSE-40
22052547,DMDW_CS-26,DOS_CS-24,CSE-15
22052548,DMDW_CS-17,DOS_CS-32,CSE-44
22052549,DMDW_CS-24,DOS_CS-23,CSE-22
2205255,DMDW_CS-2,DOS_CS-5,CSE-05
22052550,DMDW_CS-32,DOS_CS-19,CSE-08
22052551,DMDW_CS-24,DOS_CS-23,CSE-55
22052552,DMDW_CS-36,DOS_CS-29,CSE-50
22052553,DMDW_CS-25,DOS_CS-25,CSE-14
22052554,DMDW_CS-23,HPC_CS-7,CSE-45
22052555,CI_CS-12,HPC_CS-9,CSE-36
22052556,DMDW_CS-35,DOS_CS-12,CSE-17
22052557,DMDW_CS-28,HPC_CS-8,CSE-20
22052558,DMDW_CS-13,DOS_CS-25,CSE-45
22052559,DMDW_CS-7,DOS_CS-20,CSE-12
2205256,DMDW_CS-35,HPC_CS-17,CSE-19
22052560,DMDW_CS-7,DOS_CS-11,CSE-25
22052561,DMDW_CS-33,DOS_CS-16,CSE-41
22052562,CI_CS-9,DOS_CS-30,CSE-54
22052563,DMDW_CS-31,DOS_CS-25,CSE-20
22052564,DMDW_CS-30,HPC_CS-13,CSE-08
22052565,CI_CS-13,HPC_CS-21,CSE-23
22052567,DMDW_CS-29,DOS_CS-34,CSE-18
22052568,DMDW_CS-37,DOS_CS-16,CSE-16
22052569,CD_CS-2,HPC_CS-6,CSE-49
2205257,DMDW_CS-24,HPC_CS-9,CSE-15
22052571,CI_CS-4,DOS_CS-19,CSE-05
22052572,CI_CS-12,DOS_CS-34,CSE-07
22052573,CI_CS-10,HPC_CS-11,CSE-01
22052574,DMDW_CS-24,HPC_CS-7,CSE-13
22052575,DMDW_CS-34,HPC_CS-5,CSE-55
22052576,DMDW_CS-35,HPC_CS-9,CSE-49
22052577,DMDW_CS-31,DOS_CS-12,CSE-53
22052579,CI_CS-8,HPC_CS-14,CSE-53
2205258,DMDW_CS-30,HPC_CS-1,CSE-09
22052580,CD_CS-4,DOS_CS-1,CSE-23
22052581,CI_CS-10,HPC_CS-19,CSE-02
22052582,DMDW_CS-26,DOS_CS-33,CSE-15
22052583,DMDW_CS-31,HPC_CS-18,CSE-01
22052585,CI_CS-12,DOS_CS-34,CSE-53
22052586,DMDW_CS-33,DOS_CS-11,CSE-34
22052587,DMDW_CS-20,DOS_CS-24,CSE-24
22052588,DMDW_CS-15,DOS_CS-31,CSE-35
22052589,DMDW_CS-29,DOS_CS-17,CSE-45
22052590,DMDW_CS-25,DOS_CS-10,CSE-51
22052592,DMDW_CS-26,DOS_CS-33,CSE-29
22052594,DMDW_CS-20,HPC_CS-20,CSE-49
22052595,CI_CS-3,HPC_CS-6,CSE-07
22052597,DMDW_CS-19,DOS_CS-25,CSE-03
22052598,DMDW_CS-19,HPC_CS-14,CSE-40
22052599,DMDW_CS-19,DOS_CS-26,CSE-28
2205260,CI_CS-4,DOS_CS-13,CSE-11
22052600,DMDW_CS-34,DOS_CS-16,CSE-43
22052601,CI_CS-9,HPC_CS-11,CSE-01
22052602,DMDW_CS-20,DOS_CS-23,CSE-23
22052603,DMDW_CS-26,DOS_CS-25,CSE-46
22052604,CD_CS-1,DOS_CS-34,CSE-18
22052605,CI_CS-1,DOS_CS-23,CSE-16
22052606,DMDW_CS-22,HPC_CS-18,CSE-01
22052607,CD_CS-4,DOS_CS-23,CSE-13
22052608,DMDW_CS-29,DOS_CS-32,CSE-36
22052609,CD_CS-1,DOS_CS-21,CSE-29
2205261,CD_CS-4,DOS_CS-5,CSE-02
22052610,CI_CS-6,HPC_CS-11,CSE-09
22052611,CI_CS-6,DOS_CS-18,CSE-27
22052612,DMDW_CS-23,DOS_CS-10,CSE-13
22052613,DMDW_CS-14,HPC_CS-11,CSE-40
22052614,CI_CS-5,HPC_CS-18,CSE-35
22052615,DMDW_CS-20,DOS_CS-23,CSE-41
22052616,DMDW_CS-18,HPC_CS-15,CSE-27
22052617,DMDW_CS-22,HPC_CS-14,CSE-27
22052618,DMDW_CS-31,DOS_CS-20,CSE-48
22052619,DMDW_CS-14,DOS_CS-34,CSE-06
2205262,CI_CS-5,DOS_CS-28,CSE-08
22052620,DMDW_CS-14,DOS_CS-27,CSE-40
22052621,DMDW_CS-7,DOS_CS-11,CSE-37
22052622,DMDW_CS-17,HPC_CS-14,CSE-45
22052623,DMDW_CS-23,DOS_CS-10,CSE-13
22052624,DMDW_CS-22,HPC_CS-14,CSE-39
22052625,DMDW_CS-13,DOS_CS-32,CSE-52
22052626,DMDW_CS-15,DOS_CS-18,CSE-35
22052627,DMDW_CS-16,HPC_CS-13,CSE-41
22052628,CI_CS-6,HPC_CS-11,CSE-49
22052629,DMDW_CS-28,DOS_CS-30,CSE-54
2205263,DMDW_CS-32,HPC_CS-13,CSE-34
22052630,CI_CS-7,DOS_CS-12,CSE-37
22052631,CI_CS-10,DOS_CS-16,CSE-12
22052632,CI_CS-9,HPC_CS-11,CSE-05
22052633,CI_CS-9,HPC_CS-11,CSE-02
22052634,CI_CS-3,DOS_CS-23,CSE-43
22052636,DMDW_CS-16,DOS_CS-12,CSE-13
22052637,CI_CS-6,HPC_CS-11,CSE-27
22052638,CI_CS-6,HPC_CS-11,CSE-40
22052639,DMDW_CS-35,DOS_CS-35,CSE-51
2205264,CI_CS-3,DOS_CS-13,CSE-29
22052640,DMDW_CS-35,DOS_CS-35,CSE-15
22052641,DMDW_CS-7,DOS_CS-11,CSE-28
22052642,DMDW_CS-34,DOS_CS-33,CSE-28
22052643,CI_CS-7,DOS_CS-25,CSE-33
22052644,DMDW_CS-1,DOS_CS-31,CSE-03
22052645,CI_CS-4,DOS_CS-16,CSE-14
22052646,DMDW_CS-33,DOS_CS-25,CSE-04
22052647,DMDW_CS-38,DOS_CS-12,CSE-28
22052648,DMDW_CS-26,DOS_CS-25,CSE-07
22052649,CD_CS-1,DOS_CS-11,CSE-25
2205265,DMDW_CS-18,DOS_CS-8,CSE-13
22052650,CD_CS-1,DOS_CS-11,CSE-25
22052651,DMDW_CS-22,HPC_CS-14,CSE-48
22052652,DMDW_CS-38,DOS_CS-12,CSE-28
22052653,DMDW_CS-31,DOS_CS-20,CSE-17
22052654,DMDW_CS-36,DOS_CS-29,CSE-50
22052655,DMDW_CS-23,DOS_CS-28,CSE-25
22052657,DMDW_CS-7,DOS_CS-18,CSE-28
22052658,DMDW_CS-30,DOS_CS-24,CSE-20
22052659,CI_CS-6,HPC_CS-8,CSE-40
2205266,DMDW_CS-6,HPC_CS-16,CSE-06
22052660,DMDW_CS-38,HPC_CS-20,CSE-17
22052661,DMDW_CS-14,DOS_CS-29,CSE-50
22052662,CD_CS-1,DOS_CS-17,CSE-25
22052663,DMDW_CS-13,HPC_CS-11,CSE-40
22052664,DMDW_CS-20,DOS_CS-23,CSE-27
22052665,CI_CS-13,HPC_CS-21,CSE-16
22052666,DMDW_CS-27,DOS_CS-23,CSE-23
22052667,CD_CS-3,HPC_CS-8,CSE-29
22052668,DMDW_CS-25,DOS_CS-34,CSE-30
22052669,DMDW_CS-27,DOS_CS-27,CSE-29
2205267,DMDW_CS-23,HPC_CS-2,CSE-03
22052670,CI_CS-4,HPC_CS-19,CSE-29
22052671,DMDW_CS-38,DOS_CS-20,CSE-17
22052672,DMDW_CS-7,HPC_CS-11,CSE-15
22052673,DMDW_CS-28,DOS_CS-35,CSE-49
22052674,DMDW_CS-35,DOS_CS-12,CSE-17
22052675,CI_CS-12,HPC_CS-7,CSE-30
22052676,DMDW_CS-38,HPC_CS-13,CSE-08
22052677,CI_CS-8,DOS_CS-12,CSE-14
22052678,DMDW_CS-20,DOS_CS-11,CSE-19
22052679,DMDW_CS-31,DOS_CS-20,CSE-17
22052680,DMDW_CS-13,DOS_CS-18,CSE-40
22052681,DMDW_CS-31,DOS_CS-28,CSE-28
22052682,DMDW_CS-13,DOS_CS-17,CSE-03
22052683,DMDW_CS-22,DOS_CS-11,CSE-36
22052684,DMDW_CS-31,DOS_CS-17,CSE-03
22052685,DMDW_CS-14,DOS_CS-34,CSE-06
22052686,DMDW_CS-16,HPC_CS-19,CSE-15
22052687,DMDW_CS-15,HPC_CS-7,CSE-09
22052688,DMDW_CS-31,DOS_CS-27,CSE-29
22052689,DMDW_CS-29,DOS_CS-23,CSE-21
2205269,DMDW_CS-2,DOS_CS-5,CSE-04
22052690,CI_CS-11,HPC_CS-10,CSE-28
22052691,CI_CS-7,DOS_CS-34,CSE-40
22052692,DMDW_CS-29,DOS_CS-12,CSE-07
22052693,DMDW_CS-7,DOS_CS-11,CSE-36
22052694,DMDW_CS-28,HPC_CS-15,CSE-33
22052695,DMDW_CS-14,DOS_CS-34,CSE-30
22052696,DMDW_CS-29,DOS_CS-12,CSE-32
22052697,DMDW_CS-23,DOS_CS-35,CSE-02
22052698,CI_CS-12,HPC_CS-10,CSE-52
22052699,DMDW_CS-20,DOS_CS-17,CSE-39
2205270,DMDW_CS-9,DOS_CS-13,CSE-11
22052700,CI_CS-9,HPC_CS-8,CSE-30
22052701,CI_CS-5,HPC_CS-11,CSE-35
22052702,DMDW_CS-26,DOS_CS-16,CSE-27
22052703,DMDW_CS-26,DOS_CS-16,CSE-26
22052704,CI_CS-9,DOS_CS-25,CSE-10
22052705,DMDW_CS-13,HPC_CS-14,CSE-33
22052706,DMDW_CS-33,DOS_CS-17,CSE-40
22052707,CI_CS-9,DOS_CS-34,CSE-33
22052708,DMDW_CS-33,DOS_CS-24,CSE-49
22052709,DMDW_CS-15,HPC_CS-18,CSE-25
2205271,DMDW_CS-9,DOS_CS-28,CSE-50
22052710,DMDW_CS-28,HPC_CS-8,CSE-20
22052711,DMDW_CS-31,DOS_CS-24,CSE-28
22052712,DMDW_CS-37,DOS_CS-23,CSE-16
22052713,DMDW_CS-33,HPC_CS-5,CSE-49
22052714,DMDW_CS-21,DOS_CS-25,CSE-10
22052715,CI_CS-9,HPC_CS-18,CSE-18
22052716,CI_CS-9,HPC_CS-18,CSE-18
22052717,DMDW_CS-22,DOS_CS-25,CSE-32
22052718,DMDW_CS-26,HPC_CS-17,CSE-14
22052719,DMDW_CS-35,DOS_CS-12,CSE-15
22052720,DMDW_CS-28,DOS_CS-30,CSE-54
22052721,DMDW_CS-16,DOS_CS-24,CSE-22
22052722,DMDW_CS-37,DOS_CS-23,CSE-16
22052723,CI_CS-4,DOS_CS-12,CSE-28
22052724,DMDW_CS-30,DOS_CS-17,CSE-46
22052725,DMDW_CS-38,HPC_CS-5,CSE-47
22052726,CI_CS-11,HPC_CS-8,CSE-01
22052727,CI_CS-7,HPC_CS-14,CSE-35
22052728,DMDW_CS-13,HPC_CS-19,CSE-12
22052729,CD_CS-1,DOS_CS-1,CSE-04
2205273,DMDW_CS-2,DOS_CS-9,CSE-32
22052730,CI_CS-10,DOS_CS-28,CSE-38
22052731,DMDW_CS-14,DOS_CS-28,CSE-53
22052732,DMDW_CS-13,DOS_CS-17,CSE-01
22052733,DMDW_CS-29,DOS_CS-17,CSE-11
22052734,DMDW_CS-22,HPC_CS-11,CSE-40
22052735,DMDW_CS-13,DOS_CS-25,CSE-45
22052736,DMDW_CS-1,DOS_CS-20,CSE-33
22052737,DMDW_CS-23,DOS_CS-23,CSE-42
22052738,CI_CS-5,HPC_CS-10,CSE-28
22052739,DMDW_CS-35,DOS_CS-28,CSE-25
2205274,DMDW_CS-35,DOS_CS-15,CSE-49
22052740,CI_CS-3,DOS_CS-34,CSE-30
22052741,DMDW_CS-33,DOS_CS-24,CSE-41
22052742,DMDW_CS-7,DOS_CS-11,CSE-37
22052743,DMDW_CS-29,DOS_CS-17,CSE-11
22052744,CI_CS-5,HPC_CS-10,CSE-28
22052745,DMDW_CS-7,HPC_CS-11,CSE-22
22052746,CI_CS-10,DOS_CS-11,CSE-43
22052747,DMDW_CS-31,HPC_CS-7,CSE-27
22052748,CI_CS-11,DOS_CS-1,CSE-21
22052749,CD_CS-1,DOS_CS-17,CSE-11
2205275,DMDW_CS-6,HPC_CS-2,CSE-40
22052750,DMDW_CS-19,DOS_CS-32,CSE-40
22052751,DMDW_CS-16,DOS_CS-19,CSE-20
22052752,DMDW_CS-7,DOS_CS-11,CSE-25
22052753,CI_CS-12,HPC_CS-8,CSE-46
22052754,DMDW_CS-23,DOS_CS-10,CSE-14
22052755,DMDW_CS-33,DOS_CS-16,CSE-41
22052756,DMDW_CS-13,DOS_CS-17,CSE-05
22052757,DMDW_CS-13,HPC_CS-11,CSE-05
22052758,DMDW_CS-1,DOS_CS-31,CSE-33
22052759,CI_CS-14,HPC_CS-7,CSE-28
2205276,CI_CS-2,DOS_CS-21,CSE-42
22052760,DMDW_CS-13,DOS_CS-34,CSE-05
22052761,DMDW_CS-20,DOS_CS-11,CSE-19
22052762,CI_CS-7,DOS_CS-19,CSE-44
22052763,CD_CS-4,DOS_CS-34,CSE-35
22052764,DMDW_CS-21,DOS_CS-33,CSE-01
22052765,DMDW_CS-25,DOS_CS-32,CSE-40
