Roll No.,Professional Elective 1,Professional Elective 2,Core Section
22053703,DMDW_CS-13,DOS_CS-27,CSE-29
22053704,DMDW_CS-29,DOS_CS-12,CSE-14
22053705,CI_CS-3,HPC_CS-8,CSE-11
22053706,CI_CS-10,HPC_CS-16,CSE-22
22053708,DMDW_CS-17,HPC_CS-7,CSE-42
22053709,DMDW_CS-31,HPC_CS-19,CSE-47
2205371,DMDW_CS-30,DOS_CS-15,CSE-37
22053710,DMDW_CS-14,HPC_CS-11,CSE-20
22053711,CD_CS-3,DOS_CS-17,CSE-06
22053712,DMDW_CS-31,HPC_CS-16,CSE-24
22053713,DMDW_CS-31,HPC_CS-16,CSE-20
22053714,CD_CS-3,HPC_CS-11,CSE-20
22053715,DMDW_CS-20,HPC_CS-18,CSE-36
22053716,CI_CS-5,HPC_CS-18,CSE-44
22053717,DMDW_CS-20,HPC_CS-18,CSE-36
22053718,DMDW_CS-26,DOS_CS-24,CSE-17
22053719,DMDW_CS-29,DOS_CS-11,CSE-37
2205372,DMDW_CS-11,DOS_CS-13,CSE-55
22053720,DMDW_CS-23,DOS_CS-33,CSE-12
22053721,CI_CS-13,HPC_CS-9,CSE-49
22053722,CI_CS-10,DOS_CS-12,CSE-38
22053723,DMDW_CS-14,HPC_CS-18,CSE-18
22053724,DMDW_CS-20,HPC_CS-9,CSE-47
22053726,CI_CS-11,DOS_CS-20,CSE-48
22053727,DMDW_CS-18,DOS_CS-21,CSE-06
22053728,CI_CS-6,HPC_CS-8,CSE-53
22053729,CI_CS-2,DOS_CS-20,CSE-16
2205373,CI_CS-3,HPC_CS-19,CSE-24
22053730,CI_CS-11,HPC_CS-5,CSE-07
22053731,DMDW_CS-28,DOS_CS-19,CSE-46
22053732,DMDW_CS-23,HPC_CS-20,CSE-48
22053733,DMDW_CS-13,DOS_CS-27,CSE-29
22053734,DMDW_CS-33,DOS_CS-20,CSE-17
22053735,CI_CS-12,DOS_CS-19,CSE-03
22053736,DMDW_CS-13,HPC_CS-10,CSE-44
22053737,DMDW_CS-13,DOS_CS-27,CSE-29
22053739,CD_CS-3,DOS_CS-30,CSE-18
2205374,CI_CS-14,HPC_CS-7,CSE-18
22053740,DMDW_CS-20,DOS_CS-17,CSE-10
22053741,CD_CS-3,DOS_CS-32,CSE-09
22053742,CI_CS-10,HPC_CS-7,CSE-07
22053744,DMDW_CS-36,DOS_CS-12,CSE-46
22053745,DMDW_CS-37,DOS_CS-28,CSE-46
22053747,CD_CS-1,HPC_CS-8,CSE-05
22053749,CI_CS-5,DOS_CS-31,CSE-03
2205375,DMDW_CS-11,DOS_CS-13,CSE-55
22053751,DMDW_CS-31,DOS_CS-29,CSE-13
22053752,DMDW_CS-28,DOS_CS-25,CSE-09
22053753,CI_CS-13,HPC_CS-21,CSE-15
22053754,DMDW_CS-35,DOS_CS-16,CSE-13
22053755,DMDW_CS-20,DOS_CS-23,CSE-10
22053756,DMDW_CS-15,HPC_CS-20,CSE-15
22053757,DMDW_CS-35,HPC_CS-13,CSE-13
22053758,CI_CS-10,DOS_CS-33,CSE-41
22053759,CI_CS-13,HPC_CS-20,CSE-15
2205376,DMDW_CS-28,DOS_CS-5,CSE-07
22053760,CD_CS-4,HPC_CS-11,CSE-18
22053761,DMDW_CS-15,HPC_CS-17,CSE-30
22053762,CI_CS-8,HPC_CS-13,CSE-05
22053763,DMDW_CS-31,HPC_CS-16,CSE-42
22053764,DMDW_CS-29,DOS_CS-11,CSE-32
22053765,CI_CS-13,HPC_CS-21,CSE-22
22053766,DMDW_CS-16,DOS_CS-32,CSE-22
22053767,DMDW_CS-16,DOS_CS-33,CSE-16
22053768,CI_CS-6,HPC_CS-7,CSE-17
2205377,CI_CS-12,DOS_CS-1,CSE-27
22053770,CI_CS-8,HPC_CS-7,CSE-21
22053772,CI_CS-3,DOS_CS-20,CSE-11
22053774,DMDW_CS-35,DOS_CS-16,CSE-13
22053775,DMDW_CS-7,DOS_CS-35,CSE-41
22053776,CD_CS-1,HPC_CS-8,CSE-04
22053777,CI_CS-11,HPC_CS-18,CSE-14
22053778,DMDW_CS-20,DOS_CS-23,CSE-10
2205378,CD_CS-4,HPC_CS-13,CSE-19
22053781,CI_CS-13,HPC_CS-21,CSE-26
22053782,CI_CS-3,HPC_CS-10,CSE-21
22053783,DMDW_CS-7,DOS_CS-23,CSE-55
22053784,DMDW_CS-17,HPC_CS-8,CSE-05
22053786,DMDW_CS-13,HPC_CS-15,CSE-18
22053787,DMDW_CS-36,DOS_CS-17,CSE-36
22053788,DMDW_CS-13,DOS_CS-32,CSE-18
22053789,DMDW_CS-16,DOS_CS-20,CSE-22
2205379,CI_CS-10,DOS_CS-2,CSE-19
22053791,DMDW_CS-16,HPC_CS-18,CSE-26
22053793,CI_CS-11,DOS_CS-20,CSE-14
22053794,CI_CS-5,DOS_CS-18,CSE-35
22053795,DMDW_CS-23,HPC_CS-16,CSE-14
22053796,CI_CS-10,HPC_CS-13,CSE-16
22053797,DMDW_CS-16,DOS_CS-20,CSE-22
2205380,DMDW_CS-1,DOS_CS-31,CSE-06
22053800,DMDW_CS-13,HPC_CS-15,CSE-18
22053803,DMDW_CS-29,DOS_CS-11,CSE-32
22053804,DMDW_CS-18,DOS_CS-27,CSE-29
22053805,CI_CS-11,DOS_CS-20,CSE-11
22053806,DMDW_CS-35,DOS_CS-16,CSE-13
22053807,DMDW_CS-14,DOS_CS-16,CSE-35
22053808,DMDW_CS-13,DOS_CS-32,CSE-22
22053809,DMDW_CS-17,HPC_CS-7,CSE-42
2205381,CI_CS-5,DOS_CS-30,CSE-05
22053810,DMDW_CS-29,DOS_CS-11,CSE-32
22053811,DMDW_CS-31,DOS_CS-16,CSE-13
22053812,DMDW_CS-29,DOS_CS-11,CSE-32
22053813,DMDW_CS-14,DOS_CS-12,CSE-33
22053814,DMDW_CS-14,DOS_CS-19,CSE-09
22053815,DMDW_CS-28,DOS_CS-30,CSE-33
22053816,DMDW_CS-18,HPC_CS-11,CSE-27
22053817,CI_CS-5,DOS_CS-18,CSE-35
22053818,CD_CS-4,HPC_CS-11,CSE-18
22053819,DMDW_CS-13,DOS_CS-18,CSE-07
2205382,CI_CS-3,HPC_CS-1,CSE-46
22053820,DMDW_CS-32,DOS_CS-17,CSE-47
22053821,CD_CS-1,DOS_CS-33,CSE-34
22053822,CD_CS-1,HPC_CS-8,CSE-04
22053824,DMDW_CS-17,HPC_CS-8,CSE-05
22053825,DMDW_CS-35,DOS_CS-29,CSE-38
22053826,CI_CS-5,DOS_CS-31,CSE-27
22053827,DMDW_CS-37,DOS_CS-11,CSE-10
22053828,DMDW_CS-15,DOS_CS-17,CSE-32
22053829,DMDW_CS-19,DOS_CS-18,CSE-03
2205383,DMDW_CS-9,DOS_CS-8,CSE-42
22053830,DMDW_CS-17,HPC_CS-11,CSE-45
22053831,CI_CS-5,HPC_CS-9,CSE-46
22053832,DMDW_CS-15,HPC_CS-9,CSE-50
22053833,DMDW_CS-8,DOS_CS-10,CSE-22
22053834,DMDW_CS-37,HPC_CS-20,CSE-34
22053835,DMDW_CS-34,DOS_CS-20,CSE-34
22053836,DMDW_CS-16,DOS_CS-25,CSE-38
22053837,DMDW_CS-33,DOS_CS-24,CSE-23
22053838,DMDW_CS-22,DOS_CS-18,CSE-39
22053839,CI_CS-11,HPC_CS-10,CSE-32
2205384,DMDW_CS-22,DOS_CS-18,CSE-50
22053840,DMDW_CS-19,DOS_CS-29,CSE-39
22053841,DMDW_CS-1,HPC_CS-7,CSE-49
22053842,DMDW_CS-19,DOS_CS-29,CSE-39
22053843,DMDW_CS-25,HPC_CS-6,CSE-18
22053844,DMDW_CS-32,HPC_CS-10,CSE-39
22053845,CI_CS-5,DOS_CS-12,CSE-45
22053846,CD_CS-1,DOS_CS-32,CSE-49
22053847,DMDW_CS-20,HPC_CS-10,CSE-49
22053848,CI_CS-5,HPC_CS-12,CSE-07
22053849,CI_CS-9,HPC_CS-12,CSE-07
22053850,DMDW_CS-17,HPC_CS-11,CSE-45
22053851,DMDW_CS-7,DOS_CS-11,CSE-09
22053852,DMDW_CS-24,DOS_CS-23,CSE-21
22053853,DMDW_CS-32,DOS_CS-34,CSE-35
22053855,DMDW_CS-33,DOS_CS-24,CSE-41
22053856,DMDW_CS-33,HPC_CS-10,CSE-39
22053857,CI_CS-8,HPC_CS-13,CSE-05
22053858,CI_CS-11,HPC_CS-18,CSE-51
22053859,CI_CS-8,HPC_CS-13,CSE-05
2205386,DMDW_CS-6,DOS_CS-5,CSE-52
22053860,DMDW_CS-29,DOS_CS-25,CSE-48
22053861,DMDW_CS-33,DOS_CS-12,CSE-41
22053864,DMDW_CS-26,DOS_CS-29,CSE-23
22053865,DMDW_CS-16,HPC_CS-21,CSE-22
22053866,DMDW_CS-14,DOS_CS-18,CSE-38
22053867,DMDW_CS-19,DOS_CS-18,CSE-03
22053868,DMDW_CS-32,DOS_CS-18,CSE-44
22053869,DMDW_CS-32,DOS_CS-27,CSE-27
2205387,CI_CS-1,DOS_CS-27,CSE-54
22053870,CI_CS-4,DOS_CS-29,CSE-29
22053871,DMDW_CS-31,DOS_CS-20,CSE-21
22053872,CI_CS-13,DOS_CS-21,CSE-07
22053873,CI_CS-14,HPC_CS-15,CSE-54
22053875,DMDW_CS-29,DOS_CS-32,CSE-38
22053876,DMDW_CS-32,DOS_CS-32,CSE-38
22053877,DMDW_CS-29,DOS_CS-34,CSE-09
22053878,DMDW_CS-8,DOS_CS-25,CSE-24
22053879,CI_CS-8,DOS_CS-31,CSE-36
2205388,DMDW_CS-4,HPC_CS-2,CSE-25
22053880,DMDW_CS-36,HPC_CS-19,CSE-37
22053881,DMDW_CS-36,DOS_CS-23,CSE-34
22053882,DMDW_CS-16,DOS_CS-17,CSE-04
22053883,DMDW_CS-32,DOS_CS-18,CSE-44
22053884,CD_CS-1,HPC_CS-8,CSE-46
22053885,DMDW_CS-8,DOS_CS-25,CSE-24
22053886,CI_CS-11,DOS_CS-11,CSE-36
22053887,DMDW_CS-20,DOS_CS-19,CSE-36
22053888,DMDW_CS-23,DOS_CS-29,CSE-09
22053889,CI_CS-2,HPC_CS-17,CSE-11
2205389,CI_CS-7,DOS_CS-5,CSE-43
22053890,DMDW_CS-32,DOS_CS-21,CSE-06
22053891,DMDW_CS-14,HPC_CS-11,CSE-49
22053892,CI_CS-10,HPC_CS-10,CSE-39
22053893,DMDW_CS-21,HPC_CS-11,CSE-39
22053895,DMDW_CS-8,DOS_CS-25,CSE-24
22053897,CI_CS-12,HPC_CS-8,CSE-42
22053898,DMDW_CS-36,HPC_CS-19,CSE-37
22053899,DMDW_CS-35,HPC_CS-19,CSE-18
2205390,CI_CS-4,DOS_CS-27,CSE-06
22053900,DMDW_CS-17,HPC_CS-7,CSE-42
22053901,DMDW_CS-14,HPC_CS-11,CSE-49
22053902,CD_CS-4,DOS_CS-11,CSE-36
22053903,CI_CS-11,HPC_CS-9,CSE-10
22053904,CI_CS-10,HPC_CS-7,CSE-07
22053905,DMDW_CS-32,DOS_CS-18,CSE-44
22053906,DMDW_CS-21,DOS_CS-25,CSE-10
22053907,CI_CS-2,HPC_CS-19,CSE-22
22053908,CD_CS-1,HPC_CS-8,CSE-46
22053909,DMDW_CS-36,DOS_CS-25,CSE-38
2205391,DMDW_CS-1,DOS_CS-22,CSE-35
22053910,DMDW_CS-27,DOS_CS-35,CSE-01
22053911,CI_CS-4,HPC_CS-17,CSE-04
22053912,CD_CS-1,DOS_CS-16,CSE-53
22053913,DMDW_CS-21,DOS_CS-25,CSE-08
22053914,DMDW_CS-26,DOS_CS-25,CSE-23
22053915,DMDW_CS-32,HPC_CS-10,CSE-39
22053916,DMDW_CS-23,DOS_CS-1,CSE-10
22053917,DMDW_CS-13,HPC_CS-11,CSE-05
22053918,DMDW_CS-38,HPC_CS-19,CSE-38
22053919,CI_CS-6,DOS_CS-34,CSE-27
2205392,DMDW_CS-11,DOS_CS-6,CSE-51
22053921,DMDW_CS-27,HPC_CS-13,CSE-24
22053922,DMDW_CS-30,DOS_CS-25,CSE-27
22053923,DMDW_CS-38,HPC_CS-21,CSE-15
22053924,DMDW_CS-17,DOS_CS-30,CSE-33
22053925,DMDW_CS-38,HPC_CS-20,CSE-15
22053926,DMDW_CS-13,DOS_CS-34,CSE-44
22053927,CD_CS-3,HPC_CS-17,CSE-33
22053928,DMDW_CS-33,HPC_CS-9,CSE-55
22053929,DMDW_CS-26,DOS_CS-23,CSE-43
2205393,CI_CS-3,DOS_CS-13,CSE-41
22053930,CI_CS-5,HPC_CS-14,CSE-46
22053931,DMDW_CS-30,HPC_CS-11,CSE-52
22053932,DMDW_CS-30,HPC_CS-11,CSE-52
22053933,CD_CS-4,DOS_CS-21,CSE-02
22053934,DMDW_CS-26,DOS_CS-24,CSE-16
22053935,CI_CS-2,HPC_CS-20,CSE-37
22053936,CI_CS-2,HPC_CS-21,CSE-33
22053937,DMDW_CS-17,HPC_CS-15,CSE-05
22053938,DMDW_CS-30,HPC_CS-19,CSE-41
22053939,CI_CS-11,DOS_CS-29,CSE-23
2205394,CI_CS-6,HPC_CS-1,CSE-50
22053940,DMDW_CS-29,DOS_CS-25,CSE-33
22053941,DMDW_CS-13,DOS_CS-34,CSE-54
22053942,DMDW_CS-21,DOS_CS-17,CSE-28
22053943,CD_CS-3,DOS_CS-34,CSE-53
22053944,DMDW_CS-7,HPC_CS-8,CSE-12
22053945,DMDW_CS-29,HPC_CS-14,CSE-29
22053946,DMDW_CS-16,DOS_CS-16,CSE-12
22053947,DMDW_CS-20,HPC_CS-18,CSE-29
22053948,DMDW_CS-38,DOS_CS-33,CSE-10
22053949,CI_CS-13,DOS_CS-33,CSE-04
2205395,DMDW_CS-12,HPC_CS-6,CSE-17
22053950,CI_CS-13,HPC_CS-21,CSE-43
22053951,DMDW_CS-1,DOS_CS-29,CSE-03
22053952,DMDW_CS-29,DOS_CS-26,CSE-03
22053953,DMDW_CS-7,HPC_CS-8,CSE-12
22053954,DMDW_CS-25,DOS_CS-19,CSE-03
22053955,DMDW_CS-1,DOS_CS-30,CSE-03
22053956,DMDW_CS-7,DOS_CS-35,CSE-41
22053957,DMDW_CS-20,DOS_CS-17,CSE-52
22053958,CI_CS-12,DOS_CS-11,CSE-36
22053959,DMDW_CS-16,DOS_CS-16,CSE-12
22053960,DMDW_CS-7,HPC_CS-20,CSE-28
22053961,DMDW_CS-25,DOS_CS-28,CSE-04
22053962,CI_CS-6,DOS_CS-18,CSE-24
22053963,DMDW_CS-8,DOS_CS-10,CSE-38
22053964,CI_CS-12,DOS_CS-35,CSE-11
22053965,DMDW_CS-32,DOS_CS-32,CSE-48
22053966,DMDW_CS-20,DOS_CS-17,CSE-51
22053967,CI_CS-10,DOS_CS-25,CSE-05
22053968,DMDW_CS-19,DOS_CS-31,CSE-27
22053969,CI_CS-10,DOS_CS-33,CSE-30
2205397,DMDW_CS-23,DOS_CS-9,CSE-27
22053970,DMDW_CS-23,DOS_CS-25,CSE-13
22053971,DMDW_CS-25,DOS_CS-12,CSE-37
22053972,DMDW_CS-13,HPC_CS-11,CSE-05
22053973,DMDW_CS-30,DOS_CS-25,CSE-27
22053975,CI_CS-3,HPC_CS-9,CSE-55
22053976,DMDW_CS-13,HPC_CS-12,CSE-05
22053977,DMDW_CS-38,DOS_CS-24,CSE-26
22053978,DMDW_CS-19,HPC_CS-11,CSE-45
22053979,DMDW_CS-20,HPC_CS-17,CSE-43
2205398,DMDW_CS-15,HPC_CS-17,CSE-25
22053980,CI_CS-10,DOS_CS-20,CSE-30
22053981,CD_CS-3,DOS_CS-25,CSE-10
22053982,DMDW_CS-37,DOS_CS-33,CSE-37
22053983,DMDW_CS-37,DOS_CS-16,CSE-24
22053984,DMDW_CS-13,DOS_CS-34,CSE-01
22053985,DMDW_CS-37,DOS_CS-29,CSE-40
22053986,DMDW_CS-38,DOS_CS-16,CSE-02
22053987,DMDW_CS-29,DOS_CS-31,CSE-04
22053988,CI_CS-10,HPC_CS-12,CSE-31
22053989,CI_CS-10,DOS_CS-34,CSE-30
2205399,CI_CS-3,DOS_CS-27,CSE-06
22053990,CI_CS-10,DOS_CS-34,CSE-30
22053992,CI_CS-1,DOS_CS-20,CSE-50
22053993,CI_CS-12,DOS_CS-35,CSE-11
22053994,CI_CS-14,HPC_CS-15,CSE-54
22053995,DMDW_CS-37,DOS_CS-18,CSE-38
22053996,DMDW_CS-14,HPC_CS-11,CSE-54
22053997,DMDW_CS-33,DOS_CS-17,CSE-31
22053998,CI_CS-4,DOS_CS-11,CSE-02
22053999,DMDW_CS-35,DOS_CS-12,CSE-30
22054000,DMDW_CS-35,DOS_CS-29,CSE-38
22054001,DMDW_CS-35,DOS_CS-29,CSE-38
22054002,CI_CS-14,HPC_CS-15,CSE-54
22054003,CI_CS-14,HPC_CS-14,CSE-54
22054004,DMDW_CS-29,DOS_CS-25,CSE-37
22054005,CI_CS-10,DOS_CS-23,CSE-19
22054006,DMDW_CS-7,HPC_CS-20,CSE-41
22054007,CD_CS-3,DOS_CS-12,CSE-32
22054008,DMDW_CS-26,DOS_CS-35,CSE-55
22054009,DMDW_CS-26,HPC_CS-6,CSE-24
2205401,DMDW_CS-9,DOS_CS-13,CSE-36
22054010,DMDW_CS-16,DOS_CS-29,CSE-51
22054011,CI_CS-12,HPC_CS-7,CSE-32
22054012,CI_CS-6,HPC_CS-9,CSE-47
22054013,CI_CS-12,HPC_CS-16,CSE-05
22054014,CI_CS-13,HPC_CS-21,CSE-43
22054015,CI_CS-11,HPC_CS-18,CSE-47
22054016,DMDW_CS-8,HPC_CS-12,CSE-55
22054017,DMDW_CS-29,DOS_CS-17,CSE-28
22054019,CI_CS-13,HPC_CS-21,CSE-17
2205402,CI_CS-3,DOS_CS-7,CSE-06
22054020,CI_CS-7,HPC_CS-11,CSE-45
22054021,DMDW_CS-7,HPC_CS-12,CSE-55
22054022,DMDW_CS-36,DOS_CS-23,CSE-22
22054023,CD_CS-1,DOS_CS-24,CSE-16
22054024,DMDW_CS-18,DOS_CS-30,CSE-45
22054025,DMDW_CS-27,DOS_CS-12,CSE-47
22054027,CD_CS-3,DOS_CS-21,CSE-50
22054028,CI_CS-6,HPC_CS-11,CSE-27
22054029,CD_CS-3,DOS_CS-12,CSE-09
2205403,DMDW_CS-6,HPC_CS-17,CSE-23
22054030,CD_CS-3,DOS_CS-12,CSE-04
22054031,CI_CS-11,DOS_CS-33,CSE-24
22054032,CI_CS-7,DOS_CS-11,CSE-44
22054033,CD_CS-1,DOS_CS-23,CSE-09
22054034,CI_CS-10,DOS_CS-35,CSE-25
22054035,DMDW_CS-30,HPC_CS-14,CSE-03
22054036,CI_CS-6,DOS_CS-29,CSE-20
22054037,DMDW_CS-26,DOS_CS-20,CSE-26
22054038,CD_CS-3,DOS_CS-12,CSE-04
22054039,DMDW_CS-27,DOS_CS-35,CSE-55
22054040,CI_CS-10,HPC_CS-20,CSE-08
22054041,CI_CS-10,HPC_CS-18,CSE-47
22054042,DMDW_CS-14,DOS_CS-27,CSE-09
22054043,CD_CS-2,DOS_CS-23,CSE-13
22054044,DMDW_CS-19,HPC_CS-21,
22054045,CI_CS-6,HPC_CS-7,CSE-20
22054046,CI_CS-6,DOS_CS-29,CSE-20
22054047,DMDW_CS-31,DOS_CS-23,CSE-37
22054048,CI_CS-13,HPC_CS-21,
22054049,CI_CS-1,HPC_CS-5,CSE-17
2205405,DMDW_CS-10,DOS_CS-13,CSE-10
22054050,CI_CS-14,DOS_CS-35,CSE-44
22054051,CI_CS-9,HPC_CS-13,CSE-43
22054052,DMDW_CS-7,HPC_CS-17,CSE-12
22054053,DMDW_CS-7,HPC_CS-17,CSE-09
22054054,DMDW_CS-33,DOS_CS-24,CSE-55
22054056,DMDW_CS-33,DOS_CS-26,CSE-24
22054057,DMDW_CS-33,DOS_CS-26,CSE-24
22054058,CI_CS-3,HPC_CS-19,CSE-47
22054059,CI_CS-14,DOS_CS-35,CSE-44
2205406,DMDW_CS-22,HPC_CS-1,CSE-41
22054060,CD_CS-2,DOS_CS-23,CSE-38
22054061,DMDW_CS-26,DOS_CS-20,CSE-26
22054062,DMDW_CS-16,DOS_CS-23,CSE-16
22054063,DMDW_CS-20,HPC_CS-6,CSE-03
22054064,DMDW_CS-26,DOS_CS-20,CSE-26
22054065,CI_CS-14,DOS_CS-10,CSE-26
22054066,CI_CS-7,HPC_CS-11,CSE-45
22054067,CI_CS-1,HPC_CS-5,CSE-17
22054068,CI_CS-7,HPC_CS-11,CSE-45
22054069,DMDW_CS-20,DOS_CS-31,CSE-27
2205407,CI_CS-6,HPC_CS-1,CSE-50
22054070,CI_CS-14,DOS_CS-35,CSE-28
22054071,DMDW_CS-31,DOS_CS-16,CSE-02
22054072,CD_CS-4,DOS_CS-16,CSE-27
22054073,DMDW_CS-26,HPC_CS-20,CSE-08
22054074,CI_CS-2,DOS_CS-16,CSE-22
22054075,DMDW_CS-20,DOS_CS-29,CSE-20
22054076,DMDW_CS-25,HPC_CS-11,CSE-45
22054077,DMDW_CS-20,HPC_CS-6,CSE-47
22054078,CI_CS-13,DOS_CS-10,CSE-13
22054079,DMDW_CS-16,DOS_CS-29,CSE-51
2205408,DMDW_CS-28,DOS_CS-18,CSE-46
22054080,DMDW_CS-34,DOS_CS-24,CSE-25
22054081,CI_CS-12,DOS_CS-19,CSE-48
22054082,CI_CS-8,DOS_CS-28,CSE-02
22054083,CI_CS-14,DOS_CS-35,CSE-28
22054084,CI_CS-7,HPC_CS-11,CSE-45
22054085,CI_CS-7,HPC_CS-15,CSE-33
22054086,CI_CS-4,HPC_CS-10,CSE-47
22054088,DMDW_CS-38,HPC_CS-20,CSE-41
22054089,DMDW_CS-20,DOS_CS-1,CSE-48
2205409,DMDW_CS-6,DOS_CS-19,CSE-36
22054090,CI_CS-4,HPC_CS-9,CSE-48
22054091,CI_CS-2,HPC_CS-20,CSE-19
22054092,CI_CS-11,DOS_CS-16,CSE-32
22054093,DMDW_CS-28,DOS_CS-20,CSE-44
22054094,CD_CS-2,DOS_CS-20,CSE-51
22054095,CI_CS-2,HPC_CS-20,CSE-19
22054096,DMDW_CS-27,DOS_CS-35,CSE-55
22054097,DMDW_CS-20,HPC_CS-14,CSE-17
22054098,CI_CS-7,HPC_CS-9,CSE-33
22054099,DMDW_CS-32,DOS_CS-34,CSE-01
2205410,CI_CS-1,HPC_CS-5,CSE-11
22054100,CI_CS-12,DOS_CS-35,CSE-37
22054101,DMDW_CS-33,DOS_CS-26,CSE-24
22054102,DMDW_CS-7,HPC_CS-17,CSE-12
22054103,CD_CS-4,DOS_CS-24,CSE-26
22054104,DMDW_CS-25,DOS_CS-21,CSE-09
22054105,DMDW_CS-8,DOS_CS-10,CSE-26
22054106,CD_CS-2,DOS_CS-24,CSE-16
22054107,DMDW_CS-23,HPC_CS-16,CSE-47
22054108,CI_CS-2,DOS_CS-16,CSE-37
22054109,CI_CS-5,DOS_CS-16,CSE-36
2205411,CI_CS-3,DOS_CS-7,CSE-06
22054110,DMDW_CS-33,DOS_CS-11,CSE-43
22054111,CI_CS-13,HPC_CS-21,CSE-17
22054113,CD_CS-2,HPC_CS-21,CSE-17
22054114,DMDW_CS-22,DOS_CS-17,CSE-36
22054115,CI_CS-7,DOS_CS-33,CSE-06
22054117,CI_CS-6,HPC_CS-15,CSE-35
22054118,CI_CS-8,DOS_CS-33,CSE-35
22054119,CI_CS-7,DOS_CS-27,CSE-54
2205412,DMDW_CS-10,DOS_CS-5,CSE-04
22054120,CI_CS-13,DOS_CS-26,CSE-26
22054121,DMDW_CS-22,DOS_CS-17,CSE-36
22054122,DMDW_CS-30,DOS_CS-25,CSE-15
22054123,CI_CS-9,HPC_CS-19,CSE-21
22054124,DMDW_CS-37,DOS_CS-35,CSE-48
22054125,DMDW_CS-34,DOS_CS-24,CSE-26
22054126,CI_CS-14,DOS_CS-29,CSE-14
22054127,DMDW_CS-24,DOS_CS-20,CSE-47
22054128,DMDW_CS-21,HPC_CS-20,CSE-07
22054129,CI_CS-9,DOS_CS-11,CSE-33
2205413,CI_CS-1,HPC_CS-12,CSE-12
22054130,CD_CS-3,DOS_CS-33,CSE-47
22054131,DMDW_CS-20,DOS_CS-21,CSE-31
22054132,CI_CS-5,HPC_CS-18,CSE-33
22054133,DMDW_CS-14,HPC_CS-18,CSE-36
22054134,DMDW_CS-19,DOS_CS-35,CSE-29
22054135,CI_CS-10,DOS_CS-16,CSE-36
22054136,CI_CS-13,HPC_CS-20,CSE-42
22054137,DMDW_CS-17,HPC_CS-12,CSE-35
22054138,CD_CS-4,HPC_CS-18,CSE-45
22054139,DMDW_CS-8,DOS_CS-35,CSE-38
2205414,DMDW_CS-2,DOS_CS-5,CSE-46
22054140,CI_CS-4,HPC_CS-19,CSE-19
22054141,DMDW_CS-34,DOS_CS-25,CSE-35
22054142,CI_CS-10,DOS_CS-19,CSE-36
22054143,CI_CS-2,DOS_CS-12,CSE-06
22054144,DMDW_CS-31,DOS_CS-35,CSE-03
22054145,DMDW_CS-1,DOS_CS-19,CSE-23
22054146,DMDW_CS-24,DOS_CS-23,CSE-19
22054147,DMDW_CS-33,DOS_CS-26,CSE-37
22054148,DMDW_CS-30,DOS_CS-30,CSE-52
22054149,DMDW_CS-31,DOS_CS-11,CSE-15
2205415,CI_CS-4,DOS_CS-27,CSE-06
22054150,DMDW_CS-13,DOS_CS-30,CSE-44
22054151,DMDW_CS-38,HPC_CS-9,CSE-21
22054152,DMDW_CS-34,DOS_CS-24,CSE-37
22054153,DMDW_CS-7,HPC_CS-17,CSE-47
22054154,CD_CS-4,HPC_CS-18,CSE-45
22054155,DMDW_CS-29,DOS_CS-31,CSE-04
22054156,DMDW_CS-16,HPC_CS-20,CSE-47
22054157,DMDW_CS-29,DOS_CS-17,CSE-06
22054158,DMDW_CS-1,DOS_CS-17,CSE-01
22054159,DMDW_CS-16,HPC_CS-20,CSE-47
2205416,DMDW_CS-8,HPC_CS-2,CSE-12
22054160,CI_CS-2,HPC_CS-11,CSE-22
22054161,DMDW_CS-31,DOS_CS-28,CSE-25
22054162,DMDW_CS-21,DOS_CS-21,CSE-29
22054163,DMDW_CS-23,DOS_CS-1,CSE-16
22054164,DMDW_CS-31,DOS_CS-33,CSE-25
22054165,DMDW_CS-16,DOS_CS-11,CSE-13
22054166,CI_CS-14,HPC_CS-16,CSE-33
22054167,CI_CS-12,DOS_CS-1,CSE-04
22054168,DMDW_CS-14,HPC_CS-14,CSE-53
22054169,DMDW_CS-13,DOS_CS-34,CSE-54
2205417,DMDW_CS-19,DOS_CS-21,CSE-25
22054170,DMDW_CS-13,DOS_CS-18,CSE-49
22054171,CI_CS-13,DOS_CS-24,CSE-16
22054172,DMDW_CS-37,HPC_CS-13,CSE-19
22054173,CD_CS-4,DOS_CS-33,CSE-14
22054174,DMDW_CS-34,DOS_CS-25,CSE-37
22054176,CD_CS-4,DOS_CS-33,CSE-14
22054177,DMDW_CS-31,DOS_CS-20,CSE-08
22054178,DMDW_CS-33,DOS_CS-26,CSE-39
2205418,DMDW_CS-4,DOS_CS-30,CSE-01
22054180,CI_CS-13,HPC_CS-5,CSE-21
22054181,CI_CS-9,DOS_CS-17,CSE-06
22054182,CI_CS-1,DOS_CS-24,CSE-51
22054183,DMDW_CS-31,DOS_CS-11,CSE-15
22054184,CI_CS-7,DOS_CS-27,CSE-54
22054185,CI_CS-14,DOS_CS-29,CSE-32
22054186,DMDW_CS-15,DOS_CS-27,CSE-29
22054187,DMDW_CS-27,HPC_CS-16,CSE-15
22054188,DMDW_CS-34,DOS_CS-23,CSE-06
22054189,DMDW_CS-7,DOS_CS-33,CSE-38
2205419,CI_CS-13,DOS_CS-26,CSE-41
